地名id,地名,繁体地名,别名,地名类别,景观类型,地理位置,朝代,时期,经度,纬度,相关作品,相关人物,相关地点,相关事件,地名描述
538,象山,象山,,山脉,景观描述,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7589,32.1032,,,幕府山、狮子山、白下、白下城、虎山、金陵,,"光绪年间曾在象山脚下重修城墙。
在修复这段城墙的中段位置上，镶嵌有记事碑一块，碑高85厘米，宽43厘米，上面竖写四行共计六十一字：光绪拾壹年岁次乙酉孟秋月奉，宪委修象山脚下城墙壹段计长捌丈贰尺，善后工程局委员运司衔江苏江浦知县长沙黄国忠监修。——《南京明清建筑》"
687,四望山,四望山,,山脉,其他,八字山,六朝,六朝,118.7426,32.0858,,,石头城、清凉山、鸡笼山、覆舟山、金陵、钟山,,"直逼长江的军事要塞，有说法是真正的“石头城”。
清凉山在军事上的位置，与直逼长江的四望山来比，是无足轻重的。史籍有周瑜练水师于石头城的记载，很难设想，周瑜这样的军事家，会在水陆参半的沟渠坡塘，而不在滔滔长江中训练他的嫡系部队。稍有军事头脑的人，就会在四望山，而不会在清凉山建军事要塞——石头城。——《南京地名源》"
85,安乐寺,安樂寺,,寺观,愿景,临秦寺旁,六朝,六朝,118.7864,32.0226,,张僧繇,,“画龙点睛”,"六朝名家张僧繇“画龙点睛”故事的发生地。
张僧繇于金陵安乐寺画四龙，不点睛。人问之，答云：“点则飞去。”固请点之，顷刻雷雨作，二龙乘云腾上，其二不点者犹在。龙虽变化不测，人则视龙尤神，古称人龙、犹龙，信然乎！——《金陵世纪金陵选胜金陵览古》"
2467,昆明池,昆明池,,水体,城市与建筑,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7912,32.0694,,,,,"清代昆明池常在诗人笔下被提及，如宋湘的《题昆明池大观楼壁》
《题昆明池大观楼壁》
宋湘
空翠波光入酒杯，天风环佩亦仙才。杜陵眼老旌旗失，蛮徼云深关塞开。
万里星辰依北极，百年草木上春台。君看一带山河影，浩荡蓬壶月照来。

"
3566,宝林寺,寶林寺,,寺观,宗教,依据《1930年代南京市实测新图》定位,近代,近代,118.7497,32.0672,,,,,“幕府山西的宝林山，有宝林寺。《同治上江两县志》载：《六朝事迹》引《旧经》云：“本同行寺，梁武帝与宝公同游此山，见林峦殊胜，命建精蓝，因以‘同行’为额，亦名‘圣游寺’，嘉祐中改今额。”寺西南有坟垅，乃宋明宣沈太后陵。沈太后原为文帝美人，生明帝。明帝元嘉三十年葬此，俗称国婆坟。山南接铁石岗，有石佛阁，嘉善寺，其最幽处为苍云崖，崖壁上有明朝状元焦竑的题字。”——《南京地名源》
482,随园,隨園,,园林,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7713,32.0537,《红楼梦》,袁枚、曹雪芹,仓山、小仓山、金陵、清凉山、五台山、干河沿、红土桥、土桥、北门桥、江宁县,《红楼梦》中的大观园即随园、随缘风貌、袁枚被刘墉逐客、袁枚葬父随园、城西成为人文荟萃之地、杨潮观与袁枚重修于好、南京地名源流与文人作品有关,"随园是清代袁枚的别墅
《随园诗话补遗》卷一：“余买小仓山废园，旧为康熙间织造隋公之园，故仍其姓，易‘隋’为‘随’，取‘随时之义大矣哉’之意。”——《随园诗话补遗》"
737,长干寺,長幹寺,,寺观,山川,秦淮河南岸,六朝,六朝,118.7767,32.0122,,,报恩寺、大报恩寺、天禧寺、长干里、聚宝门、瓦官寺,,南都城之南，有大佛宇，孙吴时云神僧所居。南朝始有寺，因地长干，曰长干寺。——《金陵梵刹志》
6,狮子山,獅子山,卢龙山,山脉,动植物,狮子山,六朝,六朝,118.7421,32.0965,,朱元璋、太平,清凉山、仪凤门、石头城、阅江楼、京城、卢龙山、幕府山、兴中门、定淮门、中山、静海寺、钟山、金川门、象山、雨花台、中华门、鼓楼、天妃宫、小东门、玄武、玄武湖、挹江门、长江、金山、马鞍山、秦淮、中山门、钟阜门、和平门、虎山、建康、金陵、老虎山、秦淮河,“南都可登临处”,"六朝时期地势险要的战争要隘。
狮子山古代称为卢龙山。相传晋元帝司马睿渡江初来江南时，见此山岭绵延，远接石头，惊叹曰：“真江上之关塞。”因像塞上卢龙(今河北省长城线上的卢龙塞），便名为“卢龙山”。《景定建康志》载：卢龙山周回一十二里，高三十六丈(130米），东有水下注平陆，西临大江，大有高屋建瓴之势，古往今来是战争要隘，不失为扼守南京的天然屏障。——《南京地名源》"
758,天宝寺,天寶寺,,寺观/祠庙,宗教,潮沟前,六朝,六朝,118.7929,32.0511,,,,,"与归善寺同见证南京的城墙水渠文化。
潮沟亦帝所开，以引江潮。其旧迹在天宝寺后，长寿寺前。东发青溪，西行经古都承明、广莫、大夏等三门外：西极都城墙，对今归善寺西南角；南出经阊阖、西明等二门，接运渎，在西州之东南，流入秦淮。——《金陵古迹图考》"
694,板桥浦,板橋浦,,水体,交通,板桥镇附近,六朝,六朝,118.6467,31.948,,,三山,,"此处江水迅疾，东吴时期设有律戍所。
在江宁板桥浦，吴时律戍处也。大江西来，汹涌砰磕，势如建瓴；而此三峯南北相接，突出江滨，诚为奇险。——《金陵古迹名胜影集》"
48,景阳台,景陽臺,,宫殿,城市与建筑,鸡笼山上,六朝,六朝,118.7859,32.0616,,,,,宋景阳楼旧志：在法宝寺西南，精锐中军寨内，遗址尚存，中为景阳台。《舆地志》云：宋元嘉二十二年，修广华林园，筑山造楼，名景阳。孝武大明元年，紫云出景阳台，状如烟，回薄久之。诏改紫云楼。齐武帝置钟于楼上，令宫人闻钟起粧。——《金陵世纪金陵选胜金陵览古》
44,西堂,西堂,,宫殿,,据《建康实录》，今址暂不可考,六朝,六朝,,,,,太极殿,,"六朝时期太极殿内的一部分，常做帝王寝宫。
于时事出仓卒，上失履，跣至西堂，犹着鸟帽。——《建康实录》"
20,娄湖,婁湖,,水体,人物姓氏,秦淮区老虎头,六朝,六朝,118.7854,32.0117,,方山,青溪、老虎头、方山,消弭天子气、周处杀虎,"六朝时期，与王室关系很深，皇家园林、祭坛在此附近。
又永明中，望气者云新林、娄湖、青溪并有天子气，于其处大起楼苑宫观，武帝屡游幸以应之。——许嵩《建康实录》
娄湖地理位置较为重要，对农业灌溉做出贡献。
在县东南五里。吴张昭所创，溉田数十顷。周回七里。昭封娄侯，故谓之娄湖”。——《宋书·沈庆之传》"
184,八功德水,八功德水,,水体,宗教,南京灵谷寺,宋代,宋代,118.8625,32.0571,,,钟山,众多文人题咏金陵胜迹,"在宋代，八功德水也让众多文人留下带有诗意的笔墨
《同沈道源游八功德水》
王安石
寒云静如痴，寒日惨如戚。
解鞍寒山中，共坐寒水侧。"
76,大市,大市,,其他建筑,,据《建康实录》，今址暂不可考,六朝,六朝,,,,,虹桥、内桥、建初寺、南唐宫、西虹桥、东虹桥、金陵、升平桥、长干里、秦淮、秦淮河、天津桥、行宫、羊市桥,,"六朝时期繁华的商业区。
又于苑中立店肆，模大市，日游市中，杂所货物，与宫人阉竖共为禆贩。——张敦颐《六朝事迹编类》"
122,溧水县,溧水縣,,行政区划,山川,南京市溧水区,唐代,唐代,119.0226,31.6527,,方山,秦淮、高淳、东庐山、方山、秦淮河、江宁县、乌山,溧水县将大众锡剧团改组为溧水县锡剧团、溧水县成立毛泽东思想文工队、溧水县毛泽东思想文工队戏曲组排演《沙家浜》、撤销溧水县毛泽东思想文工队、溧水县少年儿童图书馆落成,"唐代溧水县一般多为送别诗，文人的朋友到此赴任时作
《送唐明府赴溧水（三任县事）》（节选）
韦应物
三为百里宰，已过十馀年。
只叹官如旧，旋闻邑屡迁。"
481,五台山,五臺山,,山脉,景观描述,五台山,清朝,清朝,118.7701,32.0503,,太平,清凉山、鼓楼、金陵、随园、京城、永庆寺、鸡笼山、上海路、北极阁、金陵大学、中山、百步坡、富贵山、华山、金山、九华山、秦淮、太平门、粥厂,南京市文化局等单位联合举行音乐会，纪念毛主席诞辰83周年、《中国青年报》等联合举办“十位作曲家新作展音乐会”、《亚运之光》亚洲歌星大型音乐会演出、哈萨克斯坦杂技团等演出、独联体6国明星马戏团在南京五台山体育馆演出、“天宇杯”’93中国南京亚洲地区国标舞公开赛开赛、莫斯科体育舞蹈表演团在南京五台山体育馆演出、中、美音乐家演出大型交响音乐会、理查德·克莱德曼举办音乐会、“‘中国歌坛十佳’颁奖晚会”在南京五台山体育馆举行、南京市文化局等举办“98南京海峡两岸国际标准舞精英友好邀请赛”、南京市文化局等联合举办“中华龙腾”文艺演出、《好一朵茉莉花》作为开幕式演出、第六届中国艺术节胜利闭幕,"在清代，五台山常常成为诗人游历写诗的地方
《五台山》
顾炎武
东临真定北云中，盘薄幽并一气通。
欲得宝符山上是，不须参礼化人宫。"
605,中山门,中山門,,城门,山川,依据《1930年代南京市实测新图》定位,近代,近代,118.8221,32.0408,,太平,中华门、太平门、光华门、京城、金山、通济门、朝阳门、挹江门、和平门、玄武、水西门、玄武门、明故宫、孝陵、鼓楼、定淮门、神策门、中山路、聚宝门、孝陵卫、新街口、兴中门、金川门、灵谷寺、麒麟门、前湖、汤山、中央门、钟山、汉西门、武定门、中山东路、半山园、工兵学校、海陵、护城河、清凉门、狮子山、石头城、仪凤门、逸仙桥、雨花台、白下、秦淮、石城门、瓮城、小东门、玄武湖、钟阜门,江苏省文物管理委员会迁至南京中山门、南京地名源流与文人作品有关,删除内容
1154,天禧寺,天禧寺,大报恩寺,寺观/祠庙,大报恩寺遗址公园,愿景,元代,元代,118.7772,32.0113,,蒋山、玄奘,报恩寺、大报恩寺、长干寺、蒋山、金陵、南门、能仁寺、天界寺,,"元代的天禧寺，仍然具有崇高的地位，甚至得到了元文宗的资助。
“泰定中，潜龙时尝数幸寺，及登大统，以所奉观音像付寺供养，岁给香灯之费。至顺初，佛光之孙法嵩入觐。上顾谓曰：舍利塔曾修完否？嵩曰：未也。即日赐内金三定，及官钱五千缗，以助缮修。台城郡守咸致其力。有旨命佛光之徒广演主寺事，赐号弘教大师。塔完之日，尝感天花如雨，祥光如练满空者，凡数日。详见中丞赵世延所撰碑。”——《至正金陵新志》"
678,金陵大学,金陵大學,,学校,城市与建筑,依据《1930年代南京市实测新图》定位,近代,近代,118.7759,32.0586,,陈裕光、刘国钧、柯象峰、李小缘、魏学仁、戴安邦、胡小石、孙明经、陶行知,中央大学、鼓楼、鼓楼医院、教育部、汉口路、汇文书院、金陵女子大学、中山、金陵神学院、青年会、小桃园、干河沿、京城、五台山、武昌、宁海路,赛珍珠开始文学创作、金陵大学新剧团成立、克乃文任金陵大学图书馆馆长、周明懿香等首次尝试用自制的幻灯片为农民放映、《图书馆学季刊》创刊、刘国钧代理金陵大学图书馆馆长、金陵大学文学院设图书馆科、中国第一个大学图书馆学系在金陵大学成立、中华图书馆协会召开第一次年会、晓庄剧社公演、金大剧社公演《回家以后》等、金大剧社公演《白茶》等、金陵大学学生抗议薛福摄制辱影片、金陵大学理学院成立电影教育委员会、南京妇女协会公演、上海中华口琴会演出、南京市教育局制订反日宣传大纲、金陵大学学生会召开游艺大会、国立音乐专科学校举行音乐会、金陵大学女生自治会公演、南京国际妇女会公演《Even The Least》、金大剧社公演、金陵大学理学院担任国际通讯代表、金陵大学代表团参加博览会、《日蚀》参加法国影片比赛荣获优奖、小提琴演奏家在金陵大学礼堂举行独奏会、励志社在金陵大学礼堂举行音乐演奏会、摄影机抢拍沦陷前夕的中华景象、南京市电影播音工作者座谈会成立、国立医药专科学校公演《寄生草》、南京合唱团成立、金陵大学影音部主任孙明经等调往北京新成立的中央电影学校、《诗帆》出版、私立金陵大学成立、金陵剧社公演、金陵大学青年会举行音乐会、金大青年会开映辱国影片、陈裕光报告青年会演放电影辱国案处置办法、府东街青年会邀请金陵大学弦乐团演奏、首都新闻记者联合会等联名通电世界各国宣布日军侵略暴行、中国教育电影协会和行政院教育部委托金陵大学理学院等联合拍摄《农人之春》、南京声歌协会开成立大会、教育部要求，开办教育训练班、金陵大学理学院电影教育部成立、金陵大学理学院制定《代教育部摄制教育电影片片目及纲要草案》、12月4日金陵大学举行援绥游艺术会、斯义桂独唱音乐会等在三地同时举行、“5·20”周年纪念大会被举行、中国教育电影协会举行盛大茶会,"金陵大学为美国建造，但是是中国传统建筑风格，体现了中西文化交融。
以北大楼为中心，存东大楼、两大楼、科学馆、大礼堂、图书馆、宿舍楼等十余座建筑，作不完全对称布局。其单体造型严谨对称，灰色筒瓦，青砖厚墙，除博风土红、细部有砖雕墙花外，全无雕梁画栋，林木森森，平淡自然，朴素宁静。——《南京民国建筑艺术》"
